frame,t_ms,frametime_ms,terrain,trees,dwarves,dirty_tiles,mark
# run: build=21c65a0 assets=disk:D:\Workspace\frostvein\assets subdiv=4 vsync=on terrain=1888 trees=259 dwarves=5
617,9231.528,13.594,1888,259,5,0,0
618,9244.758,13.230,1888,259,5,0,0
619,9257.752,12.994,1888,259,5,0,0
620,9271.477,13.725,1888,259,5,0,0
621,9285.221,13.744,1888,259,5,0,0
622,9300.074,14.853,1888,259,5,0,0
623,9314.778,14.705,1888,259,5,0,0
624,9327.139,12.361,1888,259,5,0,0
625,9342.848,15.709,1888,259,5,0,0
626,9354.534,11.686,1888,259,5,0,0
627,9367.689,13.155,1888,259,5,0,0
628,9387.609,19.919,1888,259,5,0,0
629,9395.990,8.382,1888,259,5,0,0
630,9409.957,13.966,1888,259,5,0,0
631,9421.887,11.930,1888,259,5,0,0
632,9435.041,13.154,1888,259,5,0,0
633,9449.311,14.270,1888,259,5,0,0
634,9463.729,14.419,1888,259,5,0,0
635,9477.033,13.303,1888,259,5,0,0
636,9491.852,14.819,1888,259,5,0,0
637,9505.915,14.063,1888,259,5,0,0
638,9519.363,13.449,1888,259,5,0,0
639,9532.213,12.850,1888,259,5,0,0
640,9546.064,13.851,1888,259,5,0,0
641,9560.154,14.090,1888,259,5,0,0
642,9574.404,14.250,1888,259,5,0,0
643,9592.415,18.011,1888,259,5,0,0
644,9600.068,7.653,1888,259,5,0,0
645,9614.434,14.366,1888,259,5,0,0
646,9628.055,13.621,1888,259,5,0,0
647,9641.114,13.059,1888,259,5,0,0
648,9655.640,14.527,1888,259,5,0,0
649,9668.136,12.496,1888,259,5,0,0
650,9682.716,14.580,1888,259,5,0,0
651,9696.017,13.301,1888,259,5,0,0
652,9708.704,12.687,1888,259,5,0,0
653,9722.578,13.874,1888,259,5,0,0
654,9735.558,12.980,1888,259,5,0,0
655,9750.206,14.648,1888,259,5,0,0
656,9763.800,13.594,1888,259,5,0,0
657,9777.346,13.546,1888,259,5,0,0
658,9790.583,13.236,1888,259,5,0,0
659,9804.441,13.858,1888,259,5,0,0
660,9817.917,13.476,1888,259,5,0,0
661,9830.557,12.640,1888,259,5,0,0
662,9845.204,14.647,1888,259,5,0,0
663,9858.643,13.439,1888,259,5,0,0
664,9872.795,14.152,1888,259,5,0,0
665,9885.948,13.152,1888,259,5,0,0
666,9900.774,14.826,1888,259,5,0,0
667,9914.193,13.419,1888,259,5,0,0
668,9927.278,13.085,1888,259,5,0,0
669,9941.308,14.030,1888,259,5,0,0
670,9954.486,13.179,1888,259,5,0,0
671,9968.626,14.139,1888,259,5,0,0
672,9981.607,12.981,1888,259,5,0,0
673,9995.460,13.853,1888,259,5,0,0
674,10008.385,12.925,1888,259,5,0,0
675,10022.179,13.794,1888,259,5,0,0
676,10034.814,12.635,1888,259,5,0,0
677,10049.107,14.293,1888,259,5,0,0
678,10063.580,14.473,1888,259,5,0,0
679,10076.567,12.986,1888,259,5,0,0
680,10090.238,13.671,1888,259,5,0,0
681,10103.123,12.885,1888,259,5,0,0
682,10122.738,19.615,1888,259,5,0,0
683,10131.010,8.272,1888,259,5,0,0
684,10143.566,12.556,1888,259,5,0,0
685,10157.343,13.777,1888,259,5,0,0
686,10171.926,14.583,1888,259,5,0,0
687,10184.077,12.151,1888,259,5,0,0
688,10197.877,13.800,1888,259,5,0,0
689,10210.803,12.926,1888,259,5,0,0
690,10225.218,14.415,1888,259,5,0,0
691,10238.672,13.454,1888,259,5,0,0
692,10250.835,12.163,1888,259,5,0,0
693,10265.057,14.222,1888,259,5,0,0
694,10284.760,19.703,1888,259,5,0,0
695,10292.549,7.788,1888,259,5,0,0
696,10306.553,14.004,1888,259,5,0,0
697,10320.685,14.132,1888,259,5,0,0
698,10333.151,12.466,1888,259,5,0,0
699,10347.208,14.057,1888,259,5,0,0
700,10360.854,13.646,1888,259,5,0,0
701,10374.271,13.417,1888,259,5,0,0
702,10388.012,13.741,1888,259,5,0,0
703,10402.004,13.992,1888,259,5,0,0
704,10415.458,13.453,1888,259,5,0,0
705,10428.727,13.269,1888,259,5,0,0
706,10443.269,14.543,1888,259,5,0,0
707,10456.098,12.829,1888,259,5,0,0
708,10471.140,15.042,1888,259,5,0,0
709,10484.320,13.180,1888,259,5,0,0
710,10497.178,12.858,1888,259,5,0,0
711,10511.055,13.877,1888,259,5,0,0
712,10524.791,13.736,1888,259,5,0,0
713,10538.424,13.633,1888,259,5,0,0
714,10551.104,12.680,1888,259,5,0,0
715,10564.874,13.770,1888,259,5,0,0
716,10578.085,13.211,1888,259,5,0,0
717,10592.208,14.123,1888,259,5,0,0
718,10605.468,13.260,1888,259,5,0,0
719,10621.040,15.572,1888,259,5,0,0
720,10632.477,11.437,1888,259,5,0,0
721,10650.943,18.467,1888,259,5,0,0
722,10665.268,14.325,1888,259,5,0,0
723,10675.569,10.301,1888,259,5,0,0
724,10689.233,13.664,1888,259,5,0,0
725,10700.779,11.545,1888,259,5,0,0
726,10714.151,13.372,1888,259,5,0,0
727,10727.017,12.866,1888,259,5,0,0
728,10744.459,17.442,1888,259,5,0,0
729,10753.597,9.138,1888,259,5,0,0
730,10767.153,13.556,1888,259,5,0,0
731,10780.121,12.968,1888,259,5,0,0
732,10793.629,13.508,1888,259,5,0,0
733,10808.105,14.475,1888,259,5,0,0
734,10820.002,11.897,1888,259,5,0,0
735,10836.374,16.372,1888,259,5,0,0
736,10849.400,13.027,1888,259,5,0,0
737,10862.847,13.447,1888,259,5,0,0
738,10877.351,14.504,1888,259,5,0,0
739,10889.297,11.947,1888,259,5,0,0
740,10906.465,17.168,1888,259,5,0,0
741,10916.167,9.702,1888,259,5,0,0
742,10930.496,14.329,1888,259,5,0,0
743,10942.660,12.164,1888,259,5,0,0
744,10956.573,13.912,1888,259,5,0,0
745,10969.496,12.923,1888,259,5,0,0
746,10983.188,13.692,1888,259,5,0,0
747,10996.295,13.107,1888,259,5,0,0
748,11011.540,15.245,1888,259,5,0,0
749,11028.196,16.656,1888,259,5,0,0
750,11038.298,10.102,1888,259,5,0,0
751,11049.661,11.363,1888,259,5,0,0
752,11063.691,14.030,1888,259,5,0,0
753,11079.069,15.378,1888,259,5,0,0
754,11090.144,11.075,1888,259,5,0,0
755,11104.999,14.855,1888,259,5,0,0
756,11117.968,12.969,1888,259,5,0,0
757,11130.272,12.304,1888,259,5,0,0
758,11143.455,13.183,1888,259,5,0,0
759,11156.425,12.970,1888,259,5,0,0
760,11170.901,14.476,1888,259,5,0,0
761,11183.653,12.753,1888,259,5,0,0
762,11203.499,19.845,1888,259,5,0,0
763,11216.895,13.396,1888,259,5,0,0
764,11230.448,13.553,1888,259,5,0,0
765,11244.535,14.086,1888,259,5,0,0
766,11257.216,12.681,1888,259,5,0,0
767,11266.831,9.615,1888,259,5,0,0
768,11281.446,14.615,1888,259,5,0,0
769,11300.010,18.565,1888,259,5,0,0
770,11316.419,16.409,1888,259,5,0,0
771,11329.586,13.166,1888,259,5,0,0
772,11340.868,11.283,1888,259,5,0,0
773,11355.697,14.829,1888,259,5,0,0
774,11367.576,11.879,1888,259,5,0,0
775,11380.013,12.438,1888,259,5,0,0
776,11388.199,8.186,1888,259,5,0,0
777,11401.692,13.492,1888,259,5,0,0
778,11421.200,19.508,1888,259,5,0,0
779,11433.637,12.437,1888,259,5,0,0
780,11448.740,15.104,1888,259,5,0,0
781,11462.501,13.761,1888,259,5,0,1
782,11476.032,13.531,1888,259,5,0,0
783,11487.834,11.802,1888,259,5,0,0
784,11497.819,9.985,1888,259,5,0,0
785,11511.834,14.015,1888,259,5,0,0
786,11526.041,14.206,1888,259,5,0,0
787,11544.543,18.502,1888,259,5,0,0
788,11556.503,11.960,1888,259,5,0,0
789,11570.001,13.498,1888,259,5,0,0
790,11584.435,14.434,1888,259,5,0,0
791,11598.231,13.796,1888,259,5,0,0
792,11611.823,13.592,1888,259,5,0,0
793,11621.308,9.485,1888,259,5,0,0
794,11632.587,11.279,1888,259,5,0,0
795,11647.289,14.703,1888,259,5,0,0
796,11666.503,19.214,1888,259,5,0,0
797,11679.756,13.253,1888,259,5,0,0
798,11692.527,12.771,1888,259,5,0,0
799,11705.816,13.289,1888,259,5,0,0
800,11721.066,15.250,1888,259,5,0,0
801,11733.081,12.014,1888,259,5,0,0
802,11743.796,10.715,1888,259,5,0,0
803,11754.697,10.901,1888,259,5,0,0
804,11768.096,13.399,1888,259,5,0,0
805,11787.474,19.378,1888,259,5,0,0
806,11800.083,12.608,1888,259,5,0,0
807,11813.593,13.510,1888,259,5,0,0
808,11827.280,13.687,1888,259,5,0,0
809,11842.089,14.809,1888,259,5,0,0
810,11854.792,12.703,1888,259,5,0,0
811,11867.661,12.869,1888,259,5,0,0
812,11880.646,12.985,1888,259,5,0,0
813,11895.066,14.420,1888,259,5,0,0
814,11909.991,14.925,1888,259,5,0,0
815,11926.742,16.751,1888,259,5,0,0
816,11940.273,13.531,1888,259,5,0,0
817,11955.766,15.493,1888,259,5,0,0
818,11967.947,12.181,1888,259,5,0,0
819,11982.028,14.081,1888,259,5,0,0
820,11994.589,12.561,1888,259,5,0,0
821,12006.875,12.285,1888,259,5,0,0
822,12021.961,15.086,1888,259,5,0,0
823,12035.841,13.880,1888,259,5,0,0
824,12049.550,13.709,1888,259,5,0,0
825,12062.225,12.675,1888,259,5,0,0
826,12074.582,12.357,1888,259,5,0,0
827,12088.600,14.018,1888,259,5,0,0
828,12102.013,13.412,1888,259,5,0,0
829,12115.436,13.423,1888,259,5,0,0
830,12129.330,13.894,1888,259,5,0,0
831,12142.558,13.229,1888,259,5,0,0
832,12156.294,13.736,1888,259,5,0,0
833,12172.966,16.672,1888,259,5,0,0
834,12188.445,15.479,1888,259,5,0,0
835,12204.517,16.072,1888,259,5,0,0
836,12219.784,15.267,1888,259,5,0,0
837,12232.035,12.251,1888,259,5,0,0
838,12246.801,14.765,1888,259,5,0,0
839,12261.039,14.238,1888,259,5,0,0
840,12274.809,13.770,1888,259,5,0,0
841,12289.237,14.428,1888,259,5,0,0
842,12302.940,13.703,1888,259,5,0,0
843,12315.975,13.035,1888,259,5,0,0
844,12329.883,13.908,1888,259,5,0,0
845,12342.417,12.535,1888,259,5,0,0
846,12355.203,12.785,1888,259,5,0,0
847,12368.360,13.157,1888,259,5,0,0
848,12383.572,15.212,1888,259,5,0,0
849,12396.929,13.357,1888,259,5,0,0
850,12414.176,17.248,1888,259,5,0,0
851,12427.384,13.208,1888,259,5,0,0
852,12442.859,15.475,1888,259,5,0,0
853,12455.420,12.561,1888,259,5,0,0
854,12468.649,13.229,1888,259,5,0,0
855,12483.471,14.822,1888,259,5,0,0
856,12499.304,15.832,1888,259,5,0,0
857,12511.938,12.634,1888,259,5,0,0
858,12525.405,13.468,1888,259,5,0,0
859,12537.969,12.563,1888,259,5,0,0
860,12550.926,12.957,1888,259,5,0,0
861,12564.870,13.944,1888,259,5,0,0
862,12580.387,15.517,1888,259,5,0,0
863,12591.300,10.913,1888,259,5,0,0
864,12604.385,13.085,1888,259,5,0,0
865,12617.895,13.510,1888,259,5,0,0
866,12629.499,11.603,1888,259,5,0,0
867,12641.370,11.872,1888,259,5,0,0
868,12653.993,12.623,1888,259,5,0,0
869,12666.755,12.762,1888,259,5,0,0
870,12679.809,13.054,1888,259,5,0,0
871,12692.502,12.693,1888,259,5,0,0
872,12704.263,11.761,1888,259,5,0,0
873,12716.131,11.867,1888,259,5,0,0
874,12727.394,11.264,1888,259,5,0,0
875,12738.876,11.481,1888,259,5,0,0
876,12749.822,10.947,1888,259,5,0,0
877,12761.912,12.090,1888,259,5,0,0
878,12773.296,11.384,1888,259,5,0,0
879,12785.495,12.199,1888,259,5,0,0
880,12799.951,14.457,1888,259,5,0,0
881,12814.552,14.601,1888,259,5,0,0
882,12826.379,11.827,1888,259,5,0,0
883,12839.942,13.563,1888,259,5,0,0
884,12852.281,12.339,1888,259,5,0,0
885,12865.855,13.574,1888,259,5,0,0
886,12879.502,13.647,1888,259,5,0,0
887,12893.391,13.890,1888,259,5,0,0
888,12905.046,11.654,1888,259,5,0,0
889,12919.657,14.611,1888,259,5,0,0
890,12931.643,11.987,1888,259,5,0,0
891,12946.627,14.984,1888,259,5,0,0
892,12958.543,11.916,1888,259,5,0,0
893,12972.608,14.065,1888,259,5,0,0
894,12984.836,12.228,1888,259,5,0,0
895,12998.550,13.714,1888,259,5,0,0
896,13011.126,12.575,1888,259,5,0,0
897,13025.089,13.964,1888,259,5,0,0
898,13038.573,13.484,1888,259,5,0,0
899,13051.338,12.765,1888,259,5,0,0
900,13064.740,13.402,1888,259,5,0,0
901,13077.455,12.715,1888,259,5,0,0
902,13091.916,14.461,1888,259,5,0,0
903,13105.794,13.878,1888,259,5,0,0
904,13119.636,13.843,1888,259,5,0,0
905,13130.919,11.282,1888,259,5,0,0
906,13143.299,12.380,1888,259,5,0,0
907,13156.992,13.693,1888,259,5,0,0
908,13169.759,12.768,1888,259,5,0,0
909,13182.293,12.534,1888,259,5,0,0
910,13195.558,13.265,1888,259,5,0,0
911,13209.419,13.861,1888,259,5,0,0
912,13225.457,16.038,1888,259,5,0,0
913,13237.896,12.439,1888,259,5,0,0
914,13250.201,12.305,1888,259,5,0,0
915,13269.765,19.564,1888,259,5,0,0
916,13282.742,12.976,1888,259,5,0,0
917,13295.271,12.530,1888,259,5,0,0
918,13308.756,13.484,1888,259,5,0,0
919,13325.273,16.518,1888,259,5,0,0
920,13339.033,13.760,1888,259,5,0,0
921,13352.224,13.191,1888,259,5,0,0
922,13364.444,12.220,1888,259,5,0,0
923,13380.292,15.847,1888,259,5,0,0
924,13393.188,12.896,1888,259,5,0,0
925,13407.846,14.658,1888,259,5,0,0
926,13422.618,14.772,1888,259,5,0,0
927,13439.036,16.419,1888,259,5,0,0
928,13452.344,13.308,1888,259,5,0,0
929,13466.273,13.929,1888,259,5,0,0
930,13481.991,15.717,1888,259,5,0,0
931,13496.441,14.450,1888,259,5,0,0
932,13512.473,16.032,1888,259,5,0,0
933,13527.707,15.234,1888,259,5,0,0
934,13541.182,13.475,1888,259,5,0,0
935,13560.359,19.177,1888,259,5,0,0
936,13571.357,10.998,1888,259,5,0,0
937,13583.759,12.402,1888,259,5,0,0
938,13599.489,15.730,1888,259,5,0,0
939,13615.030,15.541,1888,259,5,0,0
940,13631.485,16.455,1888,259,5,0,0
941,13643.893,12.408,1888,259,5,0,0
942,13658.712,14.819,1888,259,5,0,0
943,13674.658,15.946,1888,259,5,0,0
944,13689.092,14.434,1888,259,5,0,0
945,13702.460,13.368,1888,259,5,0,0
946,13716.565,14.105,1888,259,5,0,0
947,13732.541,15.977,1888,259,5,0,0
948,13746.820,14.278,1888,259,5,0,0
949,13762.762,15.943,1888,259,5,0,0
950,13777.613,14.851,1888,259,5,0,0
951,13791.649,14.037,1888,259,5,0,0
952,13806.810,15.161,1888,259,5,0,0
953,13822.788,15.978,1888,259,5,0,0
954,13838.144,15.356,1888,259,5,0,0
955,13851.416,13.272,1888,259,5,0,0
956,13866.500,15.085,1888,259,5,0,0
957,13880.299,13.799,1888,259,5,0,0
958,13895.491,15.192,1888,259,5,0,0
959,13909.917,14.426,1888,259,5,0,0
960,13924.052,14.135,1888,259,5,0,0
961,13938.505,14.454,1888,259,5,0,0
962,13954.621,16.116,1888,259,5,0,0
963,13968.917,14.296,1888,259,5,0,0
964,13983.645,14.727,1888,259,5,0,0
965,13997.772,14.128,1888,259,5,0,0
966,14013.043,15.271,1888,259,5,0,0
967,14026.884,13.841,1888,259,5,0,0
968,14043.565,16.681,1888,259,5,0,0
969,14056.485,12.920,1888,259,5,0,0
970,14071.394,14.909,1888,259,5,0,0
971,14085.663,14.269,1888,259,5,0,0
972,14101.067,15.404,1888,259,5,0,0
973,14117.326,16.259,1888,259,5,0,0
974,14131.318,13.992,1888,259,5,0,0
975,14148.602,17.284,1888,259,5,0,0
976,14159.485,10.883,1888,259,5,0,0
977,14174.106,14.621,1888,259,5,0,0
978,14189.140,15.034,1888,259,5,0,0
979,14203.505,14.365,1888,259,5,0,0
980,14218.227,14.722,1888,259,5,0,0
981,14233.567,15.340,1888,259,5,0,0
982,14247.693,14.126,1888,259,5,0,0
983,14262.368,14.674,1888,259,5,0,0
984,14277.180,14.812,1888,259,5,0,0
985,14292.315,15.135,1888,259,5,0,0
986,14306.400,14.085,1888,259,5,0,0
987,14321.371,14.971,1888,259,5,0,0
988,14335.642,14.271,1888,259,5,0,0
989,14351.313,15.670,1888,259,5,0,0
990,14369.097,17.785,1888,259,5,0,0
991,14380.100,11.003,1888,259,5,0,0
992,14394.642,14.542,1888,259,5,0,0
993,14408.177,13.535,1888,259,5,0,0
994,14429.165,20.987,1888,259,5,0,0
995,14440.717,11.553,1888,259,5,0,0
996,14453.920,13.203,1888,259,5,0,0
997,14470.415,16.494,1888,259,5,0,0
998,14482.496,12.081,1888,259,5,0,0
999,14497.340,14.844,1888,259,5,0,0
1000,14511.692,14.352,1888,259,5,0,0
1001,14526.255,14.562,1888,259,5,0,0
1002,14541.988,15.733,1888,259,5,0,0
1003,14557.801,15.813,1888,259,5,0,0
1004,14570.935,13.134,1888,259,5,0,0
1005,14585.407,14.472,1888,259,5,0,0
1006,14600.001,14.594,1888,259,5,0,0
1007,14615.754,15.753,1888,259,5,0,0
1008,14628.951,13.197,1888,259,5,0,0
1009,14643.848,14.897,1888,259,5,0,0
1010,14658.673,14.825,1888,259,5,0,0
1011,14673.277,14.604,1888,259,5,0,0
1012,14688.524,15.247,1888,259,5,0,0
1013,14702.208,13.684,1888,259,5,0,0
1014,14717.562,15.354,1888,259,5,0,0
1015,14733.522,15.960,1888,259,5,0,0
1016,14751.547,18.024,1888,259,5,0,0
1017,14761.704,10.157,1888,259,5,0,0
1018,14775.926,14.222,1888,259,5,0,0
1019,14794.201,18.275,1888,259,5,0,0
1020,14804.233,10.032,1888,259,5,0,0
1021,14818.068,13.835,1888,259,5,0,0
1022,14833.368,15.300,1888,259,5,0,0
1023,14847.827,14.460,1888,259,5,0,0
1024,14864.317,16.490,1888,259,5,0,0
1025,14883.675,19.357,1888,259,5,0,0
1026,14895.270,11.595,1888,259,5,0,0
1027,14907.382,12.112,1888,259,5,0,0
1028,14926.672,19.290,1888,259,5,0,0
1029,14937.261,10.589,1888,259,5,0,0
1030,14951.628,14.367,1888,259,5,0,0
1031,14965.105,13.476,1888,259,5,0,0
1032,14981.515,16.410,1888,259,5,0,0
1033,14999.714,18.200,1888,259,5,0,0
1034,15013.276,13.562,1888,259,5,0,0
1035,15025.160,11.884,1888,259,5,0,0
1036,15041.288,16.128,1888,259,5,0,0
1037,15053.982,12.694,1888,259,5,0,0
1038,15070.140,16.158,1888,259,5,0,0
1039,15085.944,15.804,1888,259,5,0,0
1040,15098.445,12.502,1888,259,5,0,0
1041,15113.922,15.477,1888,259,5,0,0
1042,15127.618,13.696,1888,259,5,0,0
1043,15143.389,15.771,1888,259,5,0,0
1044,15162.065,18.676,1888,259,5,0,0
1045,15180.843,18.778,1888,259,5,0,0
1046,15203.891,23.048,1888,259,5,0,0
1047,15224.434,20.543,1888,259,5,0,0
1048,15245.826,21.392,1888,259,5,0,0
1049,15267.441,21.615,1888,259,5,0,0
1050,15287.477,20.036,1888,259,5,0,0
1051,15308.180,20.704,1888,259,5,0,0
1052,15326.983,18.803,1888,259,5,0,0
1053,15343.976,16.993,1888,259,5,0,0
1054,15362.369,18.393,1888,259,5,0,0
1055,15378.270,15.902,1888,259,5,0,0
1056,15395.601,17.331,1888,259,5,0,0
1057,15412.847,17.245,1888,259,5,0,0
1058,15429.033,16.186,1888,259,5,0,0
1059,15448.557,19.524,1888,259,5,0,0
1060,15463.314,14.757,1888,259,5,0,0
1061,15478.655,15.341,1888,259,5,0,0
1062,15493.461,14.805,1888,259,5,0,0
1063,15509.736,16.275,1888,259,5,0,0
1064,15528.498,18.761,1888,259,5,0,0
1065,15542.345,13.847,1888,259,5,0,0
1066,15555.855,13.510,1888,259,5,0,0
1067,15569.153,13.298,1888,259,5,0,0
1068,15584.079,14.927,1888,259,5,0,0
1069,15597.318,13.239,1888,259,5,0,0
1070,15611.869,14.550,1888,259,5,0,0
1071,15626.352,14.484,1888,259,5,0,0
1072,15641.616,15.264,1888,259,5,0,0
1073,15655.621,14.005,1888,259,5,0,0
1074,15669.569,13.948,1888,259,5,0,0
1075,15683.926,14.357,1888,259,5,0,0
1076,15701.636,17.710,1888,259,5,0,0
1077,15712.515,10.879,1888,259,5,0,0
1078,15726.211,13.696,1888,259,5,0,0
1079,15740.129,13.918,1888,259,5,0,0
1080,15754.809,14.680,1888,259,5,0,0
1081,15768.605,13.796,1888,259,5,0,0
1082,15783.426,14.821,1888,259,5,0,0
1083,15796.936,13.510,1888,259,5,0,0
1084,15812.132,15.196,1888,259,5,0,0
1085,15825.949,13.817,1888,259,5,0,0
1086,15840.664,14.715,1888,259,5,0,0
1087,15858.008,17.344,1888,259,5,0,0
1088,15869.384,11.376,1888,259,5,0,0
1089,15883.135,13.751,1888,259,5,0,0
1090,15896.566,13.431,1888,259,5,0,0
1091,15909.937,13.371,1888,259,5,0,0
1092,15925.923,15.986,1888,259,5,0,0
1093,15938.637,12.714,1888,259,5,0,0
1094,15953.191,14.554,1888,259,5,0,0
1095,15967.385,14.194,1888,259,5,0,0
1096,15980.410,13.025,1888,259,5,0,0
1097,15995.867,15.456,1888,259,5,0,0
1098,16014.896,19.030,1888,259,5,0,0
1099,16029.481,14.585,1888,259,5,0,0
1100,16042.873,13.392,1888,259,5,0,0
1101,16054.525,11.652,1888,259,5,0,0
1102,16069.152,14.626,1888,259,5,0,0
1103,16081.570,12.419,1888,259,5,0,0
1104,16097.448,15.878,1888,259,5,0,0
1105,16113.250,15.803,1888,259,5,0,0
1106,16125.725,12.474,1888,259,5,0,0
1107,16144.567,18.842,1888,259,5,0,0
1108,16156.512,11.945,1888,259,5,0,0
1109,16168.679,12.167,1888,259,5,0,0
1110,16181.562,12.882,1888,259,5,0,0
1111,16195.815,14.253,1888,259,5,0,0
1112,16213.272,17.458,1888,259,5,0,0
1113,16224.669,11.397,1888,259,5,0,0
1114,16237.226,12.557,1888,259,5,0,0
1115,16252.832,15.607,1888,259,5,0,0
1116,16265.867,13.034,1888,259,5,0,0
1117,16280.605,14.738,1888,259,5,0,0
1118,16296.250,15.645,1888,259,5,0,0
1119,16311.187,14.937,1888,259,5,0,0
1120,16326.692,15.505,1888,259,5,0,0
1121,16340.577,13.884,1888,259,5,0,0
1122,16356.724,16.147,1888,259,5,0,0
1123,16373.012,16.289,1888,259,5,0,0
1124,16384.507,11.495,1888,259,5,0,0
1125,16399.461,14.954,1888,259,5,0,0
1126,16413.559,14.098,1888,259,5,0,0
1127,16427.624,14.065,1888,259,5,0,0
1128,16442.755,15.130,1888,259,5,0,0
1129,16456.817,14.062,1888,259,5,0,0
1130,16472.568,15.751,1888,259,5,0,0
1131,16492.586,20.017,1888,259,5,0,0
1132,16503.769,11.184,1888,259,5,0,0
1133,16517.855,14.086,1888,259,5,0,0
1134,16533.945,16.089,1888,259,5,0,0
1135,16547.102,13.157,1888,259,5,0,0
1136,16563.418,16.316,1888,259,5,0,0
1137,16576.772,13.355,1888,259,5,0,0
1138,16591.535,14.763,1888,259,5,0,0
1139,16606.807,15.271,1888,259,5,0,0
1140,16621.302,14.495,1888,259,5,0,0
1141,16637.786,16.484,1888,259,5,0,0
1142,16656.243,18.457,1888,259,5,0,0
1143,16666.903,10.660,1888,259,5,0,0
1144,16683.139,16.236,1888,259,5,0,1
1145,16695.607,12.468,1888,259,5,0,0
1146,16710.389,14.782,1888,259,5,0,0
1147,16725.297,14.908,1888,259,5,0,0
1148,16740.348,15.050,1888,259,5,0,0
1149,16754.490,14.143,1888,259,5,0,0
1150,16767.254,12.764,1888,259,5,0,0
1151,16781.859,14.605,1888,259,5,0,0
1152,16795.763,13.905,1888,259,5,0,0
1153,16809.162,13.399,1888,259,5,0,0
1154,16825.003,15.841,1888,259,5,0,0
1155,16838.339,13.336,1888,259,5,0,0
1156,16853.565,15.226,1888,259,5,0,0
1157,16867.713,14.148,1888,259,5,0,0
1158,16882.156,14.443,1888,259,5,0,0
1159,16895.676,13.520,1888,259,5,0,0
1160,16909.614,13.938,1888,259,5,0,0
1161,16927.729,18.115,1888,259,5,0,0
1162,16938.062,10.333,1888,259,5,0,0
1163,16954.043,15.981,1888,259,5,0,0
1164,16967.722,13.679,1888,259,5,0,0
1165,16979.699,11.977,1888,259,5,0,0
1166,16992.824,13.125,1888,259,5,0,0
1167,17012.161,19.337,1888,259,5,0,0
1168,17022.020,9.859,1888,259,5,0,0
1169,17038.209,16.189,1888,259,5,0,0
1170,17050.608,12.399,1888,259,5,0,0
1171,17063.402,12.794,1888,259,5,0,0
1172,17080.172,16.771,1888,259,5,0,0
1173,17092.593,12.420,1888,259,5,0,0
1174,17106.806,14.213,1888,259,5,0,0
1175,17120.557,13.751,1888,259,5,0,0
1176,17135.672,15.115,1888,259,5,0,0
1177,17150.083,14.410,1888,259,5,0,0
1178,17163.701,13.619,1888,259,5,0,0
1179,17180.252,16.550,1888,259,5,0,0
1180,17197.598,17.346,1888,259,5,0,0
1181,17211.666,14.068,1888,259,5,0,0
1182,17225.304,13.638,1888,259,5,0,0
1183,17238.638,13.334,1888,259,5,0,0
1184,17250.523,11.886,1888,259,5,0,0
1185,17265.521,14.997,1888,259,5,0,0
1186,17278.382,12.861,1888,259,5,0,0
1187,17291.383,13.001,1888,259,5,0,0
1188,17305.510,14.127,1888,259,5,0,0
1189,17319.371,13.861,1888,259,5,0,0
1190,17334.529,15.157,1888,259,5,0,0
1191,17354.090,19.561,1888,259,5,0,0
1192,17363.373,9.283,1888,259,5,0,0
1193,17376.858,13.485,1888,259,5,0,0
1194,17391.531,14.672,1888,259,5,0,0
1195,17406.447,14.917,1888,259,5,0,0
1196,17426.193,19.746,1888,259,5,0,0
1197,17436.854,10.661,1888,259,5,0,0
1198,17448.406,11.552,1888,259,5,0,0
1199,17465.033,16.627,1888,259,5,0,0
1200,17477.347,12.314,1888,259,5,0,0
1201,17492.238,14.892,1888,259,5,0,0
1202,17505.875,13.636,1888,259,5,0,0
1203,17519.115,13.240,1888,259,5,0,0
1204,17534.366,15.251,1888,259,5,0,0
1205,17547.697,13.331,1888,259,5,0,0
1206,17562.441,14.744,1888,259,5,0,0
1207,17576.073,13.632,1888,259,5,0,0
1208,17589.973,13.900,1888,259,5,0,0
1209,17604.786,14.813,1888,259,5,0,0
1210,17618.407,13.621,1888,259,5,0,0
1211,17632.298,13.891,1888,259,5,0,0
1212,17647.192,14.894,1888,259,5,0,0
1213,17660.637,13.444,1888,259,5,0,0
1214,17679.237,18.600,1888,259,5,0,0
1215,17688.195,8.959,1888,259,5,0,0
1216,17703.129,14.934,1888,259,5,0,0
1217,17716.860,13.731,1888,259,5,0,0
1218,17731.602,14.742,1888,259,5,0,0
1219,17745.645,14.043,1888,259,5,0,0
1220,17760.193,14.548,1888,259,5,0,0
1221,17774.100,13.907,1888,259,5,0,0
1222,17787.502,13.402,1888,259,5,0,0
1223,17801.831,14.329,1888,259,5,0,0
1224,17815.937,14.106,1888,259,5,0,0
1225,17830.149,14.212,1888,259,5,0,0
1226,17845.681,15.532,1888,259,5,0,0
1227,17860.155,14.474,1888,259,5,0,0
1228,17874.688,14.533,1888,259,5,0,0
1229,17889.049,14.361,1888,259,5,0,0
1230,17905.351,16.302,1888,259,5,0,0
1231,17919.588,14.236,1888,259,5,0,0
1232,17934.616,15.029,1888,259,5,0,0
1233,17949.794,15.178,1888,259,5,0,0
1234,17963.906,14.112,1888,259,5,0,0
1235,17982.182,18.276,1888,259,5,0,0
1236,17998.460,16.278,1888,259,5,0,0
