frame,t_ms,frametime_ms,terrain,trees,dwarves,dirty_tiles,mark
# run: build=5cd523c assets=disk:D:\Workspace\frostvein\assets subdiv=4 vsync=off terrain=1888 trees=259 dwarves=5
147,607.639,3.591,1888,259,5,0,0
148,611.014,3.376,1888,259,5,0,0
149,614.656,3.642,1888,259,5,0,0
150,618.348,3.692,1888,259,5,0,0
151,621.832,3.484,1888,259,5,0,0
152,625.500,3.668,1888,259,5,0,0
153,629.022,3.522,1888,259,5,0,0
154,633.475,4.452,1888,259,5,0,0
155,636.102,2.628,1888,259,5,0,0
156,639.763,3.660,1888,259,5,0,0
157,643.290,3.527,1888,259,5,0,0
158,646.885,3.595,1888,259,5,0,0
159,650.399,3.515,1888,259,5,0,0
160,653.985,3.586,1888,259,5,0,0
161,657.409,3.424,1888,259,5,0,0
162,665.129,7.720,1888,259,5,0,0
163,667.493,2.364,1888,259,5,0,0
164,671.431,3.938,1888,259,5,0,0
165,675.421,3.990,1888,259,5,0,0
166,711.352,35.931,1888,259,5,0,0
