frame,t_ms,frametime_ms,terrain,trees,dwarves,dirty_tiles,mark
# run: build=5cd523c assets=disk:D:\Workspace\frostvein\assets subdiv=4 vsync=off terrain=1888 trees=259 dwarves=5
96,398.511,3.594,1888,259,5,0,0
97,402.267,3.756,1888,259,5,0,0
98,405.689,3.422,1888,259,5,0,0
99,409.153,3.464,1888,259,5,0,0
100,412.567,3.414,1888,259,5,0,0
101,416.012,3.445,1888,259,5,0,0
102,419.429,3.417,1888,259,5,0,0
103,422.654,3.226,1888,259,5,0,0
104,425.716,3.062,1888,259,5,0,0
105,429.014,3.299,1888,259,5,0,0
106,432.596,3.582,1888,259,5,0,0
107,435.924,3.328,1888,259,5,0,0
108,439.144,3.220,1888,259,5,0,0
109,442.539,3.395,1888,259,5,0,0
110,446.040,3.501,1888,259,5,0,0
111,449.505,3.465,1888,259,5,0,0
112,452.860,3.355,1888,259,5,0,0
113,456.330,3.470,1888,259,5,0,0
114,459.987,3.657,1888,259,5,0,0
115,463.375,3.388,1888,259,5,0,0
116,466.696,3.320,1888,259,5,0,0
117,469.979,3.283,1888,259,5,0,0
118,473.190,3.211,1888,259,5,0,0
119,476.599,3.409,1888,259,5,0,0
120,479.862,3.263,1888,259,5,0,0
121,483.599,3.737,1888,259,5,0,0
122,486.816,3.217,1888,259,5,0,0
123,497.360,10.544,1888,259,5,0,0
124,500.910,3.551,1888,259,5,0,0
125,504.418,3.507,1888,259,5,0,0
126,507.732,3.315,1888,259,5,0,0
127,510.809,3.076,1888,259,5,0,0
128,514.188,3.380,1888,259,5,0,0
129,517.518,3.329,1888,259,5,0,0
130,520.862,3.344,1888,259,5,0,0
131,524.182,3.320,1888,259,5,0,0
132,527.486,3.304,1888,259,5,0,0
133,530.882,3.396,1888,259,5,0,0
134,534.431,3.548,1888,259,5,0,0
135,537.852,3.421,1888,259,5,0,0
136,541.174,3.322,1888,259,5,0,0
137,544.457,3.282,1888,259,5,0,0
138,547.754,3.297,1888,259,5,0,0
139,550.853,3.099,1888,259,5,0,0
140,554.178,3.325,1888,259,5,0,0
141,557.719,3.541,1888,259,5,0,0
142,560.915,3.196,1888,259,5,0,0
143,564.284,3.369,1888,259,5,0,0
144,567.532,3.248,1888,259,5,0,0
145,570.774,3.242,1888,259,5,0,0
146,574.272,3.498,1888,259,5,0,0
147,577.604,3.331,1888,259,5,0,0
148,581.073,3.470,1888,259,5,0,0
149,584.880,3.806,1888,259,5,0,0
150,588.536,3.657,1888,259,5,0,0
151,592.127,3.591,1888,259,5,0,0
152,595.543,3.416,1888,259,5,0,0
153,599.640,4.097,1888,259,5,0,0
154,601.831,2.190,1888,259,5,0,0
155,605.232,3.401,1888,259,5,0,0
156,608.717,3.484,1888,259,5,0,0
157,611.885,3.168,1888,259,5,0,0
158,615.346,3.461,1888,259,5,0,0
159,618.898,3.553,1888,259,5,0,0
160,622.411,3.512,1888,259,5,0,0
161,625.612,3.201,1888,259,5,0,0
162,633.387,7.775,1888,259,5,0,0
163,635.692,2.305,1888,259,5,0,0
164,639.473,3.781,1888,259,5,0,0
165,642.768,3.295,1888,259,5,0,0
166,670.350,27.582,1888,259,5,0,0
